year,General Food Category,Sub-Category,Detail,avg_per_capita_calories
1998,Fruit,Frozen fruit,Other frozen,0.690720028
1999,Fruit,Frozen fruit,Other frozen,0.588915559
2000,Fruit,Frozen fruit,Other frozen,0.641194762
2001,Fruit,Frozen fruit,Other frozen,0.656895551
2002,Fruit,Frozen fruit,Other frozen,0.564555125
2003,Fruit,Frozen fruit,Other frozen,0.729972032
2004,Fruit,Frozen fruit,Other frozen,0.655669184
2005,Fruit,Frozen fruit,Other frozen,0.67814925
2006,Fruit,Frozen fruit,Other frozen,0.700220435
2007,Fruit,Frozen fruit,Other frozen,0.804264966
2008,Fruit,Frozen fruit,Other frozen,0.677415894
2009,Fruit,Frozen fruit,Other frozen,0.726090069
2010,Fruit,Frozen fruit,Other frozen,0.642972971
2011,Fruit,Frozen fruit,Other frozen,0.642047963
2012,Fruit,Frozen fruit,Other frozen,0.595597772
2013,Fruit,Frozen fruit,Other frozen,0.599521039
2014,Fruit,Frozen fruit,Other frozen,0.746839661
2015,Fruit,Frozen fruit,Other frozen,0.730823933
2016,Fruit,Frozen fruit,Other frozen,0.64964533
2017,Fruit,Frozen fruit,Other frozen,0.564621254
1970,Fruit,Dried fruit,Dried fruit,6.567912545
1971,Fruit,Dried fruit,Dried fruit,6.302282125
1972,Fruit,Dried fruit,Dried fruit,4.941271288
1973,Fruit,Dried fruit,Dried fruit,6.451965156
1974,Fruit,Dried fruit,Dried fruit,6.236882527
1975,Fruit,Dried fruit,Dried fruit,6.513685055
1976,Fruit,Dried fruit,Dried fruit,6.329246264
1977,Fruit,Dried fruit,Dried fruit,6.190930683
1978,Fruit,Dried fruit,Dried fruit,5.545769657
1979,Fruit,Dried fruit,Dried fruit,5.888084107
1980,Fruit,Dried fruit,Dried fruit,5.885888502
1981,Fruit,Dried fruit,Dried fruit,6.287360941
1982,Fruit,Dried fruit,Dried fruit,6.44799746
1983,Fruit,Dried fruit,Dried fruit,6.898511294
1984,Fruit,Dried fruit,Dried fruit,7.909608407
1985,Fruit,Dried fruit,Dried fruit,7.57392033
1986,Fruit,Dried fruit,Dried fruit,7.07648919
1987,Fruit,Dried fruit,Dried fruit,7.863246841
1988,Fruit,Dried fruit,Dried fruit,8.414783406
1989,Fruit,Dried fruit,Dried fruit,8.38318993
1990,Fruit,Dried fruit,Dried fruit,7.693054003
1991,Fruit,Dried fruit,Dried fruit,7.608247239
1992,Fruit,Dried fruit,Dried fruit,6.958743852
1993,Fruit,Dried fruit,Dried fruit,7.611294052
1994,Fruit,Dried fruit,Dried fruit,7.468371522
1995,Fruit,Dried fruit,Dried fruit,6.974370654
1996,Fruit,Dried fruit,Dried fruit,7.078867573
1997,Fruit,Dried fruit,Dried fruit,6.762826134
1998,Fruit,Dried fruit,Dried fruit,7.068616173
1999,Fruit,Dried fruit,Dried fruit,6.37501092
2000,Fruit,Dried fruit,Dried fruit,6.297911992
2001,Fruit,Dried fruit,Dried fruit,6.202873474
2002,Fruit,Dried fruit,Dried fruit,6.593016158
2003,Fruit,Dried fruit,Dried fruit,5.903206416
2004,Fruit,Dried fruit,Dried fruit,5.96645067
2005,Fruit,Dried fruit,Dried fruit,5.847851755
2006,Fruit,Dried fruit,Dried fruit,5.961216321
2007,Fruit,Dried fruit,Dried fruit,5.74114805
2008,Fruit,Dried fruit,Dried fruit,5.620813112
2009,Fruit,Dried fruit,Dried fruit,5.44411255
2010,Fruit,Dried fruit,Dried fruit,5.795001591
2011,Fruit,Dried fruit,Dried fruit,5.999006799
2012,Fruit,Dried fruit,Dried fruit,5.937959603
2013,Fruit,Dried fruit,Dried fruit,6.212668847
2014,Fruit,Dried fruit,Dried fruit,5.934714244
2015,Fruit,Dried fruit,Dried fruit,6.211487944
2016,Fruit,Dried fruit,Dried fruit,6.234908897
2017,Fruit,Dried fruit,Dried fruit,5.57300967
1970,Fruit,Fruit juice,Citrus juice,17.58514669
1971,Fruit,Fruit juice,Citrus juice,18.33987852
1972,Fruit,Fruit juice,Citrus juice,19.86556629
1973,Fruit,Fruit juice,Citrus juice,20.18907408
1974,Fruit,Fruit juice,Citrus juice,20.48731534
1975,Fruit,Fruit juice,Citrus juice,22.29509076
1976,Fruit,Fruit juice,Citrus juice,23.58150558
1977,Fruit,Fruit juice,Citrus juice,23.72360872
1978,Fruit,Fruit juice,Citrus juice,20.99536691
1979,Fruit,Fruit juice,Citrus juice,21.34184998
1980,Fruit,Fruit juice,Citrus juice,22.77892995
1981,Fruit,Fruit juice,Citrus juice,22.5638347
1982,Fruit,Fruit juice,Citrus juice,20.6045319
1983,Fruit,Fruit juice,Citrus juice,26.55323277
1984,Fruit,Fruit juice,Citrus juice,21.37183413
1985,Fruit,Fruit juice,Citrus juice,22.3287288
1986,Fruit,Fruit juice,Citrus juice,22.61905114
1987,Fruit,Fruit juice,Citrus juice,21.69329721
1988,Fruit,Fruit juice,Citrus juice,20.11688665
1989,Fruit,Fruit juice,Citrus juice,21.54055429
1990,Fruit,Fruit juice,Citrus juice,18.75314686
1991,Fruit,Fruit juice,Citrus juice,21.22717171
1992,Fruit,Fruit juice,Citrus juice,19.3487926
1993,Fruit,Fruit juice,Citrus juice,22.96327614
1994,Fruit,Fruit juice,Citrus juice,23.63001116
1995,Fruit,Fruit juice,Citrus juice,22.62227244
1996,Fruit,Fruit juice,Citrus juice,23.4997864
1997,Fruit,Fruit juice,Citrus juice,24.08168435
1998,Fruit,Fruit juice,Citrus juice,26.05948986
1999,Fruit,Fruit juice,Citrus juice,25.74563556
2000,Fruit,Fruit juice,Citrus juice,25.25571245
2001,Fruit,Fruit juice,Citrus juice,23.66852252
2002,Fruit,Fruit juice,Citrus juice,22.77218531
2003,Fruit,Fruit juice,Citrus juice,22.00811258
2004,Fruit,Fruit juice,Citrus juice,22.10798244
2005,Fruit,Fruit juice,Citrus juice,20.85162017
2006,Fruit,Fruit juice,Citrus juice,19.21934171
2007,Fruit,Fruit juice,Citrus juice,18.424329
2008,Fruit,Fruit juice,Citrus juice,17.00280428
2009,Fruit,Fruit juice,Citrus juice,17.75837862
2010,Fruit,Fruit juice,Citrus juice,16.41401774
2011,Fruit,Fruit juice,Citrus juice,16.45226606
2012,Fruit,Fruit juice,Citrus juice,13.84462544
2013,Fruit,Fruit juice,Citrus juice,14.54210827
2014,Fruit,Fruit juice,Citrus juice,13.61473382
2015,Fruit,Fruit juice,Citrus juice,12.83475236
2016,Fruit,Fruit juice,Citrus juice,12.11606521
2017,Fruit,Fruit juice,Citrus juice,11.11346704
1970,Fruit,Fruit juice,Noncitrus juice,5.504762832
1971,Fruit,Fruit juice,Noncitrus juice,6.128498195
1972,Fruit,Fruit juice,Noncitrus juice,4.816146711
1973,Fruit,Fruit juice,Noncitrus juice,4.378165639
1974,Fruit,Fruit juice,Noncitrus juice,4.952382051
1975,Fruit,Fruit juice,Noncitrus juice,5.19452201
1976,Fruit,Fruit juice,Noncitrus juice,4.987356664
1977,Fruit,Fruit juice,Noncitrus juice,5.554379816
1978,Fruit,Fruit juice,Noncitrus juice,6.823488926
1979,Fruit,Fruit juice,Noncitrus juice,7.049988395
1980,Fruit,Fruit juice,Noncitrus juice,8.048131371
1981,Fruit,Fruit juice,Noncitrus juice,7.324458052
1982,Fruit,Fruit juice,Noncitrus juice,8.499722998
1983,Fruit,Fruit juice,Noncitrus juice,9.331055516
1984,Fruit,Fruit juice,Noncitrus juice,9.839406298
1985,Fruit,Fruit juice,Noncitrus juice,9.919053953
1986,Fruit,Fruit juice,Noncitrus juice,10.03220279
1987,Fruit,Fruit juice,Noncitrus juice,11.11273802
1988,Fruit,Fruit juice,Noncitrus juice,10.75745207
1989,Fruit,Fruit juice,Noncitrus juice,10.95560878
1990,Fruit,Fruit juice,Noncitrus juice,12.24107454
1991,Fruit,Fruit juice,Noncitrus juice,11.85363428
1992,Fruit,Fruit juice,Noncitrus juice,12.04916936
1993,Fruit,Fruit juice,Noncitrus juice,12.47864187
1994,Fruit,Fruit juice,Noncitrus juice,11.95509486
1995,Fruit,Fruit juice,Noncitrus juice,12.0717199
1996,Fruit,Fruit juice,Noncitrus juice,12.1944242
1997,Fruit,Fruit juice,Noncitrus juice,11.58273152
1998,Fruit,Fruit juice,Noncitrus juice,11.67986107
1999,Fruit,Fruit juice,Noncitrus juice,12.8399724
2000,Fruit,Fruit juice,Noncitrus juice,12.02811842
2001,Fruit,Fruit juice,Noncitrus juice,11.85578866
2002,Fruit,Fruit juice,Noncitrus juice,12.32129436
2003,Fruit,Fruit juice,Noncitrus juice,13.29742114
2004,Fruit,Fruit juice,Noncitrus juice,13.62792963
2005,Fruit,Fruit juice,Noncitrus juice,13.22408053
2006,Fruit,Fruit juice,Noncitrus juice,14.44826968
2007,Fruit,Fruit juice,Noncitrus juice,15.14264596
2008,Fruit,Fruit juice,Noncitrus juice,14.17105088
2009,Fruit,Fruit juice,Noncitrus juice,13.5402665
2010,Fruit,Fruit juice,Noncitrus juice,13.71690536
2011,Fruit,Fruit juice,Noncitrus juice,12.11578152
2012,Fruit,Fruit juice,Noncitrus juice,12.29871611
2013,Fruit,Fruit juice,Noncitrus juice,12.46119661
2014,Fruit,Fruit juice,Noncitrus juice,12.12145437
2015,Fruit,Fruit juice,Noncitrus juice,12.42167911
2016,Fruit,Fruit juice,Noncitrus juice,12.44328098
2017,Fruit,Fruit juice,Noncitrus juice,11.89397105
1970,Vegetables,Fresh vegetables,Fresh vegetables,61.69513258
1971,Vegetables,Fresh vegetables,Fresh vegetables,57.15021535
1972,Vegetables,Fresh vegetables,Fresh vegetables,58.82481591
1973,Vegetables,Fresh vegetables,Fresh vegetables,55.13481949
1974,Vegetables,Fresh vegetables,Fresh vegetables,53.08776655
1975,Vegetables,Fresh vegetables,Fresh vegetables,55.55698729
1976,Vegetables,Fresh vegetables,Fresh vegetables,53.36768306
1977,Vegetables,Fresh vegetables,Fresh vegetables,53.45954991
1978,Vegetables,Fresh vegetables,Fresh vegetables,50.26536918
1979,Vegetables,Fresh vegetables,Fresh vegetables,53.30521805
1980,Vegetables,Fresh vegetables,Fresh vegetables,54.59757947
1981,Vegetables,Fresh vegetables,Fresh vegetables,50.39567964
1982,Vegetables,Fresh vegetables,Fresh vegetables,52.34275292
1983,Vegetables,Fresh vegetables,Fresh vegetables,54.11245065
1984,Vegetables,Fresh vegetables,Fresh vegetables,53.91319033
1985,Vegetables,Fresh vegetables,Fresh vegetables,53.18211389
1986,Vegetables,Fresh vegetables,Fresh vegetables,54.48572073
1987,Vegetables,Fresh vegetables,Fresh vegetables,55.24747511
1988,Vegetables,Fresh vegetables,Fresh vegetables,56.7554826
1989,Vegetables,Fresh vegetables,Fresh vegetables,57.85283887
1990,Vegetables,Fresh vegetables,Fresh vegetables,55.54609432
1991,Vegetables,Fresh vegetables,Fresh vegetables,57.53673918
1992,Vegetables,Fresh vegetables,Fresh vegetables,57.10872775
1993,Vegetables,Fresh vegetables,Fresh vegetables,59.79005966
1994,Vegetables,Fresh vegetables,Fresh vegetables,60.73949611
1995,Vegetables,Fresh vegetables,Fresh vegetables,59.73054288
1996,Vegetables,Fresh vegetables,Fresh vegetables,61.37339964
1997,Vegetables,Fresh vegetables,Fresh vegetables,60.40218871
1998,Vegetables,Fresh vegetables,Fresh vegetables,59.43395531
1999,Vegetables,Fresh vegetables,Fresh vegetables,60.97212918
2000,Vegetables,Fresh vegetables,Fresh vegetables,60.21181025
2001,Vegetables,Fresh vegetables,Fresh vegetables,59.72708549
2002,Vegetables,Fresh vegetables,Fresh vegetables,58.02383158
2003,Vegetables,Fresh vegetables,Fresh vegetables,60.43528188
2004,Vegetables,Fresh vegetables,Fresh vegetables,60.3229966
2005,Vegetables,Fresh vegetables,Fresh vegetables,56.32593861
2006,Vegetables,Fresh vegetables,Fresh vegetables,54.2938891
2007,Vegetables,Fresh vegetables,Fresh vegetables,54.6848512
2008,Vegetables,Fresh vegetables,Fresh vegetables,53.29682642
2009,Vegetables,Fresh vegetables,Fresh vegetables,51.89952889
2010,Vegetables,Fresh vegetables,Fresh vegetables,52.72651407
2011,Vegetables,Fresh vegetables,Fresh vegetables,50.43274845
2012,Vegetables,Fresh vegetables,Fresh vegetables,51.04461829
2013,Vegetables,Fresh vegetables,Fresh vegetables,50.47590161
2014,Vegetables,Fresh vegetables,Fresh vegetables,50.20652977
2015,Vegetables,Fresh vegetables,Fresh vegetables,51.05213508
2016,Vegetables,Fresh vegetables,Fresh vegetables,52.21520699
2017,Vegetables,Fresh vegetables,Fresh vegetables,53.51699113
1970,Vegetables,Canned vege-tables,Canned vege-tables,16.17202198
1971,Vegetables,Canned vege-tables,Canned vege-tables,16.8719746
1972,Vegetables,Canned vege-tables,Canned vege-tables,16.77872748
1973,Vegetables,Canned vege-tables,Canned vege-tables,16.37579625
1974,Vegetables,Canned vege-tables,Canned vege-tables,15.70798838
1975,Vegetables,Canned vege-tables,Canned vege-tables,14.89534301
1976,Vegetables,Canned vege-tables,Canned vege-tables,15.78295469
1977,Vegetables,Canned vege-tables,Canned vege-tables,16.24754843
1978,Vegetables,Canned vege-tables,Canned vege-tables,15.5784265
1979,Vegetables,Canned vege-tables,Canned vege-tables,15.24160096
1980,Vegetables,Canned vege-tables,Canned vege-tables,15.76850406
1981,Vegetables,Canned vege-tables,Canned vege-tables,14.98243229
1982,Vegetables,Canned vege-tables,Canned vege-tables,14.36537508
1983,Vegetables,Canned vege-tables,Canned vege-tables,14.45879043
1984,Vegetables,Canned vege-tables,Canned vege-tables,14.08034725
1985,Vegetables,Canned vege-tables,Canned vege-tables,14.78599606
1986,Vegetables,Canned vege-tables,Canned vege-tables,14.85792554
1987,Vegetables,Canned vege-tables,Canned vege-tables,14.01101404
1988,Vegetables,Canned vege-tables,Canned vege-tables,13.60383622
1989,Vegetables,Canned vege-tables,Canned vege-tables,13.57078135
1990,Vegetables,Canned vege-tables,Canned vege-tables,14.89919373
1991,Vegetables,Canned vege-tables,Canned vege-tables,15.02928279
1992,Vegetables,Canned vege-tables,Canned vege-tables,15.39547802
1993,Vegetables,Canned vege-tables,Canned vege-tables,14.65291479
1994,Vegetables,Canned vege-tables,Canned vege-tables,14.22189818
1995,Vegetables,Canned vege-tables,Canned vege-tables,14.35172518
1996,Vegetables,Canned vege-tables,Canned vege-tables,14.14491138
1997,Vegetables,Canned vege-tables,Canned vege-tables,13.60598581
1998,Vegetables,Canned vege-tables,Canned vege-tables,13.30318253
1999,Vegetables,Canned vege-tables,Canned vege-tables,13.25068262
2000,Vegetables,Canned vege-tables,Canned vege-tables,13.43411078
2001,Vegetables,Canned vege-tables,Canned vege-tables,12.61665338
2002,Vegetables,Canned vege-tables,Canned vege-tables,12.56078752
2003,Vegetables,Canned vege-tables,Canned vege-tables,12.73036524
2004,Vegetables,Canned vege-tables,Canned vege-tables,12.8775313
2005,Vegetables,Canned vege-tables,Canned vege-tables,12.86586378
2006,Vegetables,Canned vege-tables,Canned vege-tables,12.01540164
2007,Vegetables,Canned vege-tables,Canned vege-tables,11.49524435
2008,Vegetables,Canned vege-tables,Canned vege-tables,11.31344739
2009,Vegetables,Canned vege-tables,Canned vege-tables,12.35781312
2010,Vegetables,Canned vege-tables,Canned vege-tables,11.63712711
2011,Vegetables,Canned vege-tables,Canned vege-tables,10.38620824
2012,Vegetables,Canned vege-tables,Canned vege-tables,10.59716607
2013,Vegetables,Canned vege-tables,Canned vege-tables,10.44815319
2014,Vegetables,Canned vege-tables,Canned vege-tables,10.53335593
2015,Vegetables,Canned vege-tables,Canned vege-tables,9.722800804
2016,Vegetables,Canned vege-tables,Canned vege-tables,9.910737519
2017,Vegetables,Canned vege-tables,Canned vege-tables,9.84777163
1970,Vegetables,Frozen vegetables,Frozen vegetables,13.93575005
1971,Vegetables,Frozen vegetables,Frozen vegetables,14.74326535
1972,Vegetables,Frozen vegetables,Frozen vegetables,14.99208223
1973,Vegetables,Frozen vegetables,Frozen vegetables,16.90541365
1974,Vegetables,Frozen vegetables,Frozen vegetables,17.3972464
1975,Vegetables,Frozen vegetables,Frozen vegetables,18.24174903
1976,Vegetables,Frozen vegetables,Frozen vegetables,20.05832726
1977,Vegetables,Frozen vegetables,Frozen vegetables,20.25340441
1978,Vegetables,Frozen vegetables,Frozen vegetables,20.38429189
1979,Vegetables,Frozen vegetables,Frozen vegetables,19.00277117
1980,Vegetables,Frozen vegetables,Frozen vegetables,17.60589923
1981,Vegetables,Frozen vegetables,Frozen vegetables,20.04056275
1982,Vegetables,Frozen vegetables,Frozen vegetables,18.64048757
1983,Vegetables,Frozen vegetables,Frozen vegetables,19.07653848
1984,Vegetables,Frozen vegetables,Frozen vegetables,21.35799838
1985,Vegetables,Frozen vegetables,Frozen vegetables,22.04842297
1986,Vegetables,Frozen vegetables,Frozen vegetables,22.20108499
1987,Vegetables,Frozen vegetables,Frozen vegetables,22.8321937
1988,Vegetables,Frozen vegetables,Frozen vegetables,21.47618472
1989,Vegetables,Frozen vegetables,Frozen vegetables,22.77840483
1990,Vegetables,Frozen vegetables,Frozen vegetables,22.60060451
1991,Vegetables,Frozen vegetables,Frozen vegetables,24.66723282
1992,Vegetables,Frozen vegetables,Frozen vegetables,23.99577466
1993,Vegetables,Frozen vegetables,Frozen vegetables,25.54198779
1994,Vegetables,Frozen vegetables,Frozen vegetables,26.52391183
1995,Vegetables,Frozen vegetables,Frozen vegetables,26.86353864
1996,Vegetables,Frozen vegetables,Frozen vegetables,28.48840366
1997,Vegetables,Frozen vegetables,Frozen vegetables,27.44923857
1998,Vegetables,Frozen vegetables,Frozen vegetables,27.47822624
1999,Vegetables,Frozen vegetables,Frozen vegetables,27.90297733
2000,Vegetables,Frozen vegetables,Frozen vegetables,27.3952483
2001,Vegetables,Frozen vegetables,Frozen vegetables,27.40153318
2002,Vegetables,Frozen vegetables,Frozen vegetables,26.245114
2003,Vegetables,Frozen vegetables,Frozen vegetables,26.97746617
2004,Vegetables,Frozen vegetables,Frozen vegetables,26.8792345
2005,Vegetables,Frozen vegetables,Frozen vegetables,25.88907523
2006,Vegetables,Frozen vegetables,Frozen vegetables,25.45150451
2007,Vegetables,Frozen vegetables,Frozen vegetables,25.67796419
2008,Vegetables,Frozen vegetables,Frozen vegetables,24.86819237
2009,Vegetables,Frozen vegetables,Frozen vegetables,24.28166387
2010,Vegetables,Frozen vegetables,Frozen vegetables,24.11905352
2011,Vegetables,Frozen vegetables,Frozen vegetables,23.5403622
