year,General Food Category,Sub-Category,Detail,avg_per_capita_calories
1984,Vegetables,Legumes,Legumes,8.258612208
1985,Vegetables,Legumes,Legumes,10.49442731
1986,Vegetables,Legumes,Legumes,9.97777652
1987,Vegetables,Legumes,Legumes,8.516480359
1988,Vegetables,Legumes,Legumes,10.75969317
1989,Vegetables,Legumes,Legumes,8.512296682
1990,Vegetables,Legumes,Legumes,10.2879211
1991,Vegetables,Legumes,Legumes,11.28694815
1992,Vegetables,Legumes,Legumes,12.05629812
1993,Vegetables,Legumes,Legumes,11.07732143
1994,Vegetables,Legumes,Legumes,11.70232391
1995,Vegetables,Legumes,Legumes,12.01318162
1996,Vegetables,Legumes,Legumes,11.51493059
1997,Vegetables,Legumes,Legumes,11.80436097
1998,Vegetables,Legumes,Legumes,11.46872507
1999,Vegetables,Legumes,Legumes,11.96041631
2000,Vegetables,Legumes,Legumes,12.07353695
2001,Vegetables,Legumes,Legumes,11.01616134
2002,Vegetables,Legumes,Legumes,10.75325869
2003,Vegetables,Legumes,Legumes,10.43047532
2004,Vegetables,Legumes,Legumes,9.342997779
2005,Vegetables,Legumes,Legumes,9.642596757
2006,Vegetables,Legumes,Legumes,10.72439288
2007,Vegetables,Legumes,Legumes,10.06705415
2008,Vegetables,Legumes,Legumes,9.945951992
2009,Vegetables,Legumes,Legumes,9.559676233
2010,Vegetables,Legumes,Legumes,11.81212373
2011,Vegetables,Legumes,Legumes,9.004647905
2012,Vegetables,Legumes,Legumes,9.568285294
2013,Vegetables,Legumes,Legumes,9.617051521
2014,Vegetables,Legumes,Legumes,9.046210565
2015,Vegetables,Legumes,Legumes,11.69766208
2016,Vegetables,Legumes,Legumes,14.62583986
2017,Vegetables,Legumes,Legumes,15.45530349
1970,Flour and cereal products**,Wheat flour,White and whole wheat,310.7365483
1971,Flour and cereal products**,Wheat flour,White and whole wheat,309.9048813
1972,Flour and cereal products**,Wheat flour,White and whole wheat,307.0818039
1973,Flour and cereal products**,Wheat flour,White and whole wheat,313.8760531
1974,Flour and cereal products**,Wheat flour,White and whole wheat,311.2587794
1975,Flour and cereal products**,Wheat flour,White and whole wheat,321.8232261
1976,Flour and cereal products**,Wheat flour,White and whole wheat,334.5553846
1977,Flour and cereal products**,Wheat flour,White and whole wheat,322.6439981
1978,Flour and cereal products**,Wheat flour,White and whole wheat,324.378412
1979,Flour and cereal products**,Wheat flour,White and whole wheat,325.9006996
1980,Flour and cereal products**,Wheat flour,White and whole wheat,329.5921376
1981,Flour and cereal products**,Wheat flour,White and whole wheat,328.0056435
1982,Flour and cereal products**,Wheat flour,White and whole wheat,331.0178759
1983,Flour and cereal products**,Wheat flour,White and whole wheat,332.5675247
1984,Flour and cereal products**,Wheat flour,White and whole wheat,334.7522672
1985,Flour and cereal products**,Wheat flour,White and whole wheat,348.1947502
1986,Flour and cereal products**,Wheat flour,White and whole wheat,348.8158743
1987,Flour and cereal products**,Wheat flour,White and whole wheat,356.2990656
1988,Flour and cereal products**,Wheat flour,White and whole wheat,365.9924676
1989,Flour and cereal products**,Wheat flour,White and whole wheat,358.1655553
1990,Flour and cereal products**,Wheat flour,White and whole wheat,371.2251933
1991,Flour and cereal products**,Wheat flour,White and whole wheat,372.7242018
1992,Flour and cereal products**,Wheat flour,White and whole wheat,372.7995982
1993,Flour and cereal products**,Wheat flour,White and whole wheat,384.3362706
1994,Flour and cereal products**,Wheat flour,White and whole wheat,386.0912291
1995,Flour and cereal products**,Wheat flour,White and whole wheat,379.3536424
1996,Flour and cereal products**,Wheat flour,White and whole wheat,397.1823089
1997,Flour and cereal products**,Wheat flour,White and whole wheat,401.9281885
1998,Flour and cereal products**,Wheat flour,White and whole wheat,393.4300825
1999,Flour and cereal products**,Wheat flour,White and whole wheat,398.3858141
2000,Flour and cereal products**,Wheat flour,White and whole wheat,399.6669663
2001,Flour and cereal products**,Wheat flour,White and whole wheat,382.8965453
2002,Flour and cereal products**,Wheat flour,White and whole wheat,370.7007406
2003,Flour and cereal products**,Wheat flour,White and whole wheat,373.7003517
2004,Flour and cereal products**,Wheat flour,White and whole wheat,370.8785937
2005,Flour and cereal products**,Wheat flour,White and whole wheat,366.4593357
2006,Flour and cereal products**,Wheat flour,White and whole wheat,369.4551717
2007,Flour and cereal products**,Wheat flour,White and whole wheat,376.4352649
2008,Flour and cereal products**,Wheat flour,White and whole wheat,374.3107697
2009,Flour and cereal products**,Wheat flour,White and whole wheat,368.0573889
2010,Flour and cereal products**,Wheat flour,White and whole wheat,367.2605427
2011,Flour and cereal products**,Wheat flour,White and whole wheat,395.9577609
2012,Flour and cereal products**,Wheat flour,White and whole wheat,401.5314898
2013,Flour and cereal products**,Wheat flour,White and whole wheat,403.6015893
2014,Flour and cereal products**,Wheat flour,White and whole wheat,402.5593396
2015,Flour and cereal products**,Wheat flour,White and whole wheat,397.680649
2016,Flour and cereal products**,Wheat flour,White and whole wheat,393.5770476
2017,Flour and cereal products**,Wheat flour,White and whole wheat,393.956025
2018,Flour and cereal products**,Wheat flour,White and whole wheat,394.9298213
1970,Flour and cereal products**,Wheat flour,Durum flour,22.45201258
1971,Flour and cereal products**,Wheat flour,Durum flour,22.1266211
1972,Flour and cereal products**,Wheat flour,Durum flour,23.10279556
1973,Flour and cereal products**,Wheat flour,Durum flour,25.38053597
1974,Flour and cereal products**,Wheat flour,Durum flour,22.1266211
1975,Flour and cereal products**,Wheat flour,Durum flour,22.1266211
1976,Flour and cereal products**,Wheat flour,Durum flour,23.10279556
1977,Flour and cereal products**,Wheat flour,Durum flour,24.40436151
1978,Flour and cereal products**,Wheat flour,Durum flour,21.80122961
1979,Flour and cereal products**,Wheat flour,Durum flour,23.75357853
1980,Flour and cereal products**,Wheat flour,Durum flour,21.47583812
1981,Flour and cereal products**,Wheat flour,Durum flour,19.84888069
1982,Flour and cereal products**,Wheat flour,Durum flour,19.84888069
1983,Flour and cereal products**,Wheat flour,Durum flour,20.82505515
1984,Flour and cereal products**,Wheat flour,Durum flour,23.10279556
1985,Flour and cereal products**,Wheat flour,Durum flour,26.35671043
1986,Flour and cereal products**,Wheat flour,Durum flour,28.95984232
1987,Flour and cereal products**,Wheat flour,Durum flour,34.49149759
1988,Flour and cereal products**,Wheat flour,Durum flour,29.93601678
1989,Flour and cereal products**,Wheat flour,Durum flour,30.26140827
1990,Flour and cereal products**,Wheat flour,Durum flour,37.01741514
1991,Flour and cereal products**,Wheat flour,Durum flour,35.78540425
1992,Flour and cereal products**,Wheat flour,Durum flour,43.3804071
1993,Flour and cereal products**,Wheat flour,Durum flour,44.1533256
1994,Flour and cereal products**,Wheat flour,Durum flour,44.83886151
1995,Flour and cereal products**,Wheat flour,Durum flour,42.48478976
1996,Flour and cereal products**,Wheat flour,Durum flour,43.95806828
1997,Flour and cereal products**,Wheat flour,Durum flour,40.04664728
1998,Flour and cereal products**,Wheat flour,Durum flour,37.02272578
1999,Flour and cereal products**,Wheat flour,Durum flour,34.77414718
2000,Flour and cereal products**,Wheat flour,Durum flour,41.08422811
2001,Flour and cereal products**,Wheat flour,Durum flour,42.31207182
2002,Flour and cereal products**,Wheat flour,Durum flour,41.77999202
2003,Flour and cereal products**,Wheat flour,Durum flour,38.40477305
2004,Flour and cereal products**,Wheat flour,Durum flour,34.36549018
2005,Flour and cereal products**,Wheat flour,Durum flour,38.33408556
2006,Flour and cereal products**,Wheat flour,Durum flour,39.76449025
2007,Flour and cereal products**,Wheat flour,Durum flour,40.14046924
2008,Flour and cereal products**,Wheat flour,Durum flour,37.01380515
2009,Flour and cereal products**,Wheat flour,Durum flour,37.50671131
2010,Flour and cereal products**,Wheat flour,Durum flour,38.88554067
2011,Flour and cereal products**,Wheat flour,Durum flour,NA
2012,Flour and cereal products**,Wheat flour,Durum flour,NA
2013,Flour and cereal products**,Wheat flour,Durum flour,NA
2014,Flour and cereal products**,Wheat flour,Durum flour,NA
2015,Flour and cereal products**,Wheat flour,Durum flour,NA
2016,Flour and cereal products**,Wheat flour,Durum flour,NA
2017,Flour and cereal products**,Wheat flour,Durum flour,NA
2018,Flour and cereal products**,Wheat flour,Durum flour,NA
1970,Flour and cereal products**,Rye flour,Rye flour,5.287462539
1971,Flour and cereal products**,Rye flour,Rye flour,5.030608554
1972,Flour and cereal products**,Rye flour,Rye flour,4.596375473
1973,Flour and cereal products**,Rye flour,Rye flour,5.573049103
1974,Flour and cereal products**,Rye flour,Rye flour,5.430055615
1975,Flour and cereal products**,Rye flour,Rye flour,4.285406243
1976,Flour and cereal products**,Rye flour,Rye flour,3.520529479
1977,Flour and cereal products**,Rye flour,Rye flour,3.218820503
1978,Flour and cereal products**,Rye flour,Rye flour,3.273906644
1979,Flour and cereal products**,Rye flour,Rye flour,3.063903228
1980,Flour and cereal products**,Rye flour,Rye flour,3.115454818
1981,Flour and cereal products**,Rye flour,Rye flour,2.99602378
1982,Flour and cereal products**,Rye flour,Rye flour,2.797693216
1983,Flour and cereal products**,Rye flour,Rye flour,2.939717199
1984,Flour and cereal products**,Rye flour,Rye flour,2.913952445
1985,Flour and cereal products**,Rye flour,Rye flour,2.888392104
1986,Flour and cereal products**,Rye flour,Rye flour,2.862236775
1987,Flour and cereal products**,Rye flour,Rye flour,2.836832446
1988,Flour and cereal products**,Rye flour,Rye flour,2.811287339
1989,Flour and cereal products**,Rye flour,Rye flour,2.78567766
1990,Flour and cereal products**,Rye flour,Rye flour,2.758398836
1991,Flour and cereal products**,Rye flour,Rye flour,2.723027588
1992,Flour and cereal products**,Rye flour,Rye flour,2.625353603
1993,Flour and cereal products**,Rye flour,Rye flour,2.680339796
1994,Flour and cereal products**,Rye flour,Rye flour,2.478086852
1995,Flour and cereal products**,Rye flour,Rye flour,2.453305338
1996,Flour and cereal products**,Rye flour,Rye flour,2.527925905
1997,Flour and cereal products**,Rye flour,Rye flour,2.381760125
1998,Flour and cereal products**,Rye flour,Rye flour,2.596770708
1999,Flour and cereal products**,Rye flour,Rye flour,2.328040501
2000,Flour and cereal products**,Rye flour,Rye flour,2.301642741
2001,Flour and cereal products**,Rye flour,Rye flour,2.27777351
2002,Flour and cereal products**,Rye flour,Rye flour,2.255001475
2003,Flour and cereal products**,Rye flour,Rye flour,2.233737822
2004,Flour and cereal products**,Rye flour,Rye flour,2.213293362
2005,Flour and cereal products**,Rye flour,Rye flour,2.192863629
2006,Flour and cereal products**,Rye flour,Rye flour,2.172732577
2007,Flour and cereal products**,Rye flour,Rye flour,2.151567786
2008,Flour and cereal products**,Rye flour,Rye flour,2.130782823
2009,Flour and cereal products**,Rye flour,Rye flour,2.111985853
2010,Flour and cereal products**,Rye flour,Rye flour,2.094030812
2011,Flour and cereal products**,Rye flour,Rye flour,2.086006378
2012,Flour and cereal products**,Rye flour,Rye flour,2.12752018
2013,Flour and cereal products**,Rye flour,Rye flour,2.131277293
2014,Flour and cereal products**,Rye flour,Rye flour,2.134996239
2015,Flour and cereal products**,Rye flour,Rye flour,2.223548959
2016,Flour and cereal products**,Rye flour,Rye flour,2.250220593
2017,Flour and cereal products**,Rye flour,Rye flour,2.295328343
2018,Flour and cereal products**,Rye flour,Rye flour,2.131078239
1970,Flour and cereal products**,Rice,Rice,20.58891105
1971,Flour and cereal products**,Rice,Rice,18.89800638
1972,Flour and cereal products**,Rice,Rice,18.65068422
1973,Flour and cereal products**,Rice,Rice,20.16003563
1974,Flour and cereal products**,Rice,Rice,20.32071582
1975,Flour and cereal products**,Rice,Rice,19.00327769
1976,Flour and cereal products**,Rice,Rice,20.16054829
1977,Flour and cereal products**,Rice,Rice,15.07291006
1978,Flour and cereal products**,Rice,Rice,25.24595983
1979,Flour and cereal products**,Rice,Rice,25.27270765
1980,Flour and cereal products**,Rice,Rice,29.3953595
1981,Flour and cereal products**,Rice,Rice,31.73473146
1982,Flour and cereal products**,Rice,Rice,26.40283937
1983,Flour and cereal products**,Rice,Rice,23.11961448
1984,Flour and cereal products**,Rice,Rice,24.46951865
1985,Flour and cereal products**,Rice,Rice,31.19195038
1986,Flour and cereal products**,Rice,Rice,35.55904338
1987,Flour and cereal products**,Rice,Rice,37.48884776
1988,Flour and cereal products**,Rice,Rice,39.34989908
1989,Flour and cereal products**,Rice,Rice,41.92785931
1990,Flour and cereal products**,Rice,Rice,42.99813236
1991,Flour and cereal products**,Rice,Rice,44.04498465
1992,Flour and cereal products**,Rice,Rice,43.53391709
1993,Flour and cereal products**,Rice,Rice,45.24609973
1994,Flour and cereal products**,Rice,Rice,45.48398802
1995,Flour and cereal products**,Rice,Rice,47.96176364
1996,Flour and cereal products**,Rice,Rice,48.33061032
1997,Flour and cereal products**,Rice,Rice,47.45227051
1998,Flour and cereal products**,Rice,Rice,50.03535066
1999,Flour and cereal products**,Rice,Rice,50.25691574
2000,Flour and cereal products**,Rice,Rice,51.00298286
2001,Flour and cereal products**,Rice,Rice,51.7127305
2002,Flour and cereal products**,Rice,Rice,50.76965688
2003,Flour and cereal products**,Rice,Rice,51.6666016
2004,Flour and cereal products**,Rice,Rice,51.52902341
2005,Flour and cereal products**,Rice,Rice,51.5745099
2006,Flour and cereal products**,Rice,Rice,54.06180392
2007,Flour and cereal products**,Rice,Rice,54.0117656
2008,Flour and cereal products**,Rice,Rice,54.512523
2009,Flour and cereal products**,Rice,Rice,54.39674271
2010,Flour and cereal products**,Rice,Rice,54.38020387
2011,Flour and cereal products**,Rice,Rice,NA
2012,Flour and cereal products**,Rice,Rice,NA
2013,Flour and cereal products**,Rice,Rice,NA
2014,Flour and cereal products**,Rice,Rice,NA
2015,Flour and cereal products**,Rice,Rice,NA
2016,Flour and cereal products**,Rice,Rice,NA
2017,Flour and cereal products**,Rice,Rice,NA
2018,Flour and cereal products**,Rice,Rice,NA
1970,Flour and cereal products**,Corn products,Flour and meal,22.332949
1971,Flour and cereal products**,Corn products,Flour and meal,21.37582262
1972,Flour and cereal products**,Corn products,Flour and meal,19.78061197
1973,Flour and cereal products**,Corn products,Flour and meal,18.82348559
1974,Flour and cereal products**,Corn products,Flour and meal,18.50444346
1975,Flour and cereal products**,Corn products,Flour and meal,19.14252772
1976,Flour and cereal products**,Corn products,Flour and meal,18.50444346
1977,Flour and cereal products**,Corn products,Flour and meal,21.05678049
1978,Flour and cereal products**,Corn products,Flour and meal,21.69486474
1979,Flour and cereal products**,Corn products,Flour and meal,22.65199113
1980,Flour and cereal products**,Corn products,Flour and meal,23.60911752
1981,Flour and cereal products**,Corn products,Flour and meal,24.5662439
1982,Flour and cereal products**,Corn products,Flour and meal,25.52337029
1983,Flour and cereal products**,Corn products,Flour and meal,26.7995388
1984,Flour and cereal products**,Corn products,Flour and meal,29.98996009
1985,Flour and cereal products**,Corn products,Flour and meal,32.86133924
1986,Flour and cereal products**,Corn products,Flour and meal,38.28505543
1987,Flour and cereal products**,Corn products,Flour and meal,44.665898
1988,Flour and cereal products**,Corn products,Flour and meal,45.62302439
1989,Flour and cereal products**,Corn products,Flour and meal,46.58015077
1990,Flour and cereal products**,Corn products,Flour and meal,46.08901462
1991,Flour and cereal products**,Corn products,Flour and meal,47.69646843
1992,Flour and cereal products**,Corn products,Flour and meal,48.81344567
1993,Flour and cereal products**,Corn products,Flour and meal,49.77057206
1994,Flour and cereal products**,Corn products,Flour and meal,50.72769845
1995,Flour and cereal products**,Corn products,Flour and meal,51.68482483
1996,Flour and cereal products**,Corn products,Flour and meal,52.64195122
1997,Flour and cereal products**,Corn products,Flour and meal,53.5990776
1998,Flour and cereal products**,Corn products,Flour and meal,54.23716186
1999,Flour and cereal products**,Corn products,Flour and meal,55.19428825
2000,Flour and cereal products**,Corn products,Flour and meal,55.8323725
2001,Flour and cereal products**,Corn products,Flour and meal,56.78949889
2002,Flour and cereal products**,Corn products,Flour and meal,57.74662527
2003,Flour and cereal products**,Corn products,Flour and meal,58.38470953
2004,Flour and cereal products**,Corn products,Flour and meal,59.34183592
2005,Flour and cereal products**,Corn products,Flour and meal,59.97992017
2006,Flour and cereal products**,Corn products,Flour and meal,60.61800443
2007,Flour and cereal products**,Corn products,Flour and meal,60.93704656
2008,Flour and cereal products**,Corn products,Flour and meal,61.57513082
2009,Flour and cereal products**,Corn products,Flour and meal,61.57513082
2010,Flour and cereal products**,Corn products,Flour and meal,61.57513082
2011,Flour and cereal products**,Corn products,Flour and meal,63.52209269
2012,Flour and cereal products**,Corn products,Flour and meal,63.1379514
2013,Flour and cereal products**,Corn products,Flour and meal,63.1379514
2014,Flour and cereal products**,Corn products,Flour and meal,63.48938359
2015,Flour and cereal products**,Corn products,Flour and meal,63.48938359
2016,Flour and cereal products**,Corn products,Flour and meal,63.80842572
2017,Flour and cereal products**,Corn products,Flour and meal,66.998847
2018,Flour and cereal products**,Corn products,Flour and meal,66.998847
1970,Flour and cereal products**,Corn products,Hominy and grits,7.121468963
1971,Flour and cereal products**,Corn products,Hominy and grits,5.826656424
1972,Flour and cereal products**,Corn products,Hominy and grits,5.179250155
1973,Flour and cereal products**,Corn products,Hominy and grits,6.150359559
1974,Flour and cereal products**,Corn products,Hominy and grits,7.445172098
1975,Flour and cereal products**,Corn products,Hominy and grits,8.739984636
1976,Flour and cereal products**,Corn products,Hominy and grits,9.711094041
1977,Flour and cereal products**,Corn products,Hominy and grits,10.68220344
1978,Flour and cereal products**,Corn products,Hominy and grits,10.03479718
1979,Flour and cereal products**,Corn products,Hominy and grits,9.711094041
1980,Flour and cereal products**,Corn products,Hominy and grits,9.063687771
1981,Flour and cereal products**,Corn products,Hominy and grits,8.739984636
1982,Flour and cereal products**,Corn products,Hominy and grits,9.387390906
1983,Flour and cereal products**,Corn products,Hominy and grits,9.711094041
1984,Flour and cereal products**,Corn products,Hominy and grits,10.03479718
1985,Flour and cereal products**,Corn products,Hominy and grits,10.35850031
1986,Flour and cereal products**,Corn products,Hominy and grits,10.68220344
1987,Flour and cereal products**,Corn products,Hominy and grits,11.00590658
1988,Flour and cereal products**,Corn products,Hominy and grits,10.68220344
1989,Flour and cereal products**,Corn products,Hominy and grits,10.03479718
1990,Flour and cereal products**,Corn products,Hominy and grits,9.501448945
1991,Flour and cereal products**,Corn products,Hominy and grits,9.006870843
1992,Flour and cereal products**,Corn products,Hominy and grits,8.517103571
1993,Flour and cereal products**,Corn products,Hominy and grits,10.11562818
1994,Flour and cereal products**,Corn products,Hominy and grits,11.68833527
1995,Flour and cereal products**,Corn products,Hominy and grits,12.94812539
1996,Flour and cereal products**,Corn products,Hominy and grits,14.56664106
1997,Flour and cereal products**,Corn products,Hominy and grits,15.8614536
1998,Flour and cereal products**,Corn products,Hominy and grits,17.47996927
1999,Flour and cereal products**,Corn products,Hominy and grits,18.77478181
2000,Flour and cereal products**,Corn products,Hominy and grits,20.06959435
2001,Flour and cereal products**,Corn products,Hominy and grits,21.36440689
2002,Flour and cereal products**,Corn products,Hominy and grits,22.65921943
2003,Flour and cereal products**,Corn products,Hominy and grits,23.95403197
2004,Flour and cereal products**,Corn products,Hominy and grits,25.24884451
2005,Flour and cereal products**,Corn products,Hominy and grits,26.21995391
2006,Flour and cereal products**,Corn products,Hominy and grits,27.51476645
2007,Flour and cereal products**,Corn products,Hominy and grits,28.80957899
2008,Flour and cereal products**,Corn products,Hominy and grits,30.10439153
2009,Flour and cereal products**,Corn products,Hominy and grits,30.10439153
2010,Flour and cereal products**,Corn products,Hominy and grits,30.10439153
2011,Flour and cereal products**,Corn products,Hominy and grits,31.05627099
2012,Flour and cereal products**,Corn products,Hominy and grits,30.86846238
2013,Flour and cereal products**,Corn products,Hominy and grits,30.86846238
2014,Flour and cereal products**,Corn products,Hominy and grits,30.7517978
2015,Flour and cereal products**,Corn products,Hominy and grits,30.7517978
2016,Flour and cereal products**,Corn products,Hominy and grits,30.7517978
2017,Flour and cereal products**,Corn products,Hominy and grits,30.7517978
2018,Flour and cereal products**,Corn products,Hominy and grits,30.7517978
1970,Flour and cereal products**,Corn products,Cornstarch,4.986778021
1971,Flour and cereal products**,Corn products,Cornstarch,4.986778021
1972,Flour and cereal products**,Corn products,Cornstarch,4.986778021
1973,Flour and cereal products**,Corn products,Cornstarch,5.249240022
1974,Flour and cereal products**,Corn products,Cornstarch,5.511702023
1975,Flour and cereal products**,Corn products,Cornstarch,5.511702023
1976,Flour and cereal products**,Corn products,Cornstarch,5.774164024
1977,Flour and cereal products**,Corn products,Cornstarch,6.036626025
1978,Flour and cereal products**,Corn products,Cornstarch,6.561550027
1979,Flour and cereal products**,Corn products,Cornstarch,7.08647403
1980,Flour and cereal products**,Corn products,Cornstarch,7.08647403
1981,Flour and cereal products**,Corn products,Cornstarch,7.611398032
1982,Flour and cereal products**,Corn products,Cornstarch,7.611398032
1983,Flour and cereal products**,Corn products,Cornstarch,8.661246036
1984,Flour and cereal products**,Corn products,Cornstarch,9.186170038
1985,Flour and cereal products**,Corn products,Cornstarch,9.711094041
1986,Flour and cereal products**,Corn products,Cornstarch,10.76094204
1987,Flour and cereal products**,Corn products,Cornstarch,11.28586605
1988,Flour and cereal products**,Corn products,Cornstarch,10.76094204
1989,Flour and cereal products**,Corn products,Cornstarch,10.76094204
1990,Flour and cereal products**,Corn products,Cornstarch,10.49848004
1991,Flour and cereal products**,Corn products,Cornstarch,10.47695008
1992,Flour and cereal products**,Corn products,Cornstarch,10.99878719
1993,Flour and cereal products**,Corn products,Cornstarch,11.51955788
1994,Flour and cereal products**,Corn products,Cornstarch,11.81079005
1995,Flour and cereal products**,Corn products,Cornstarch,12.33571405
1996,Flour and cereal products**,Corn products,Cornstarch,12.86063805
1997,Flour and cereal products**,Corn products,Cornstarch,12.59817605
1998,Flour and cereal products**,Corn products,Cornstarch,12.59817605
1999,Flour and cereal products**,Corn products,Cornstarch,12.33571405
2000,Flour and cereal products**,Corn products,Cornstarch,12.33571405
2001,Flour and cereal products**,Corn products,Cornstarch,12.07325205
2002,Flour and cereal products**,Corn products,Cornstarch,12.07325205
2003,Flour and cereal products**,Corn products,Cornstarch,12.07325205
2004,Flour and cereal products**,Corn products,Cornstarch,11.81079005
2005,Flour and cereal products**,Corn products,Cornstarch,11.81079005
2006,Flour and cereal products**,Corn products,Cornstarch,11.54832805
2007,Flour and cereal products**,Corn products,Cornstarch,11.54832805
2008,Flour and cereal products**,Corn products,Cornstarch,11.54832805
2009,Flour and cereal products**,Corn products,Cornstarch,11.54832805
2010,Flour and cereal products**,Corn products,Cornstarch,11.81079005
2011,Flour and cereal products**,Corn products,Cornstarch,12.18423884
2012,Flour and cereal products**,Corn products,Cornstarch,12.11055629
2013,Flour and cereal products**,Corn products,Cornstarch,12.11055629
2014,Flour and cereal products**,Corn products,Cornstarch,12.07325205
2015,Flour and cereal products**,Corn products,Cornstarch,12.07325205
2016,Flour and cereal products**,Corn products,Cornstarch,12.33571405
2017,Flour and cereal products**,Corn products,Cornstarch,12.33571405
2018,Flour and cereal products**,Corn products,Cornstarch,12.33571405
1970,Flour and cereal products**,Oat products,Oat products,13.54041659
1971,Flour and cereal products**,Oat products,Oat products,13.36878896
1972,Flour and cereal products**,Oat products,Oat products,13.50554607
1973,Flour and cereal products**,Oat products,Oat products,13.37316951
1974,Flour and cereal products**,Oat products,Oat products,13.53895119
1975,Flour and cereal products**,Oat products,Oat products,12.55687916
1976,Flour and cereal products**,Oat products,Oat products,11.9796501
1977,Flour and cereal products**,Oat products,Oat products,11.75380407
1978,Flour and cereal products**,Oat products,Oat products,11.35490022
1979,Flour and cereal products**,Oat products,Oat products,11.15157752
1980,Flour and cereal products**,Oat products,Oat products,11.10548965
1981,Flour and cereal products**,Oat products,Oat products,11.0384813
1982,Flour and cereal products**,Oat products,Oat products,11.06514485
1983,Flour and cereal products**,Oat products,Oat products,10.75215993
1984,Flour and cereal products**,Oat products,Oat products,10.68398257
1985,Flour and cereal products**,Oat products,Oat products,11.36516329
1986,Flour and cereal products**,Oat products,Oat products,11.51820822
1987,Flour and cereal products**,Oat products,Oat products,12.63368029
1988,Flour and cereal products**,Oat products,Oat products,18.27706691
1989,Flour and cereal products**,Oat products,Oat products,18.43441819
1990,Flour and cereal products**,Oat products,Oat products,18.57457524
1991,Flour and cereal products**,Oat products,Oat products,18.65295598
1992,Flour and cereal products**,Oat products,Oat products,18.60221092
1993,Flour and cereal products**,Oat products,Oat products,17.30970971
1994,Flour and cereal products**,Oat products,Oat products,16.39302623
1995,Flour and cereal products**,Oat products,Oat products,15.50546958
1996,Flour and cereal products**,Oat products,Oat products,14.41083768
1997,Flour and cereal products**,Oat products,Oat products,13.33626691
1998,Flour and cereal products**,Oat products,Oat products,12.73096436
1999,Flour and cereal products**,Oat products,Oat products,12.5417987
2000,Flour and cereal products**,Oat products,Oat products,12.3777564
2001,Flour and cereal products**,Oat products,Oat products,12.78948931
2002,Flour and cereal products**,Oat products,Oat products,12.87550525
2003,Flour and cereal products**,Oat products,Oat products,13.2201915
2004,Flour and cereal products**,Oat products,Oat products,13.22514644
2005,Flour and cereal products**,Oat products,Oat products,13.07832191
2006,Flour and cereal products**,Oat products,Oat products,13.29395721
2007,Flour and cereal products**,Oat products,Oat products,13.46852161
2008,Flour and cereal products**,Oat products,Oat products,13.35862028
2009,Flour and cereal products**,Oat products,Oat products,13.26621544
2010,Flour and cereal products**,Oat products,Oat products,13.35204409
2011,Flour and cereal products**,Oat products,Oat products,13.56821111
2012,Flour and cereal products**,Oat products,Oat products,13.33953067
2013,Flour and cereal products**,Oat products,Oat products,12.87474766
2014,Flour and cereal products**,Oat products,Oat products,12.82374391
2015,Flour and cereal products**,Oat products,Oat products,13.03718663
2016,Flour and cereal products**,Oat products,Oat products,13.13431295
2017,Flour and cereal products**,Oat products,Oat products,13.61220929
2018,Flour and cereal products**,Oat products,Oat products,13.62209631
1970,Flour and cereal products**,Barley products,Barley products,2.755889566
1971,Flour and cereal products**,Barley products,Barley products,2.215637298
1972,Flour and cereal products**,Barley products,Barley products,2.151228793
1973,Flour and cereal products**,Barley products,Barley products,2.206219756
1974,Flour and cereal products**,Barley products,Barley products,2.26142752
1975,Flour and cereal products**,Barley products,Barley products,2.427094316
1976,Flour and cereal products**,Barley products,Barley products,2.513804199
1977,Flour and cereal products**,Barley products,Barley products,2.526518633
1978,Flour and cereal products**,Barley products,Barley products,2.681485441
1979,Flour and cereal products**,Barley products,Barley products,2.688731404
1980,Flour and cereal products**,Barley products,Barley products,2.658026928
1981,Flour and cereal products**,Barley products,Barley products,2.664219242
1982,Flour and cereal products**,Barley products,Barley products,2.638632447
1983,Flour and cereal products**,Barley products,Barley products,2.648545209
1984,Flour and cereal products**,Barley products,Barley products,2.625332393
1985,Flour and cereal products**,Barley products,Barley products,2.636099896
1986,Flour and cereal products**,Barley products,Barley products,2.612229154
1987,Flour and cereal products**,Barley products,Barley products,2.456272339
1988,Flour and cereal products**,Barley products,Barley products,2.335472176
1989,Flour and cereal products**,Barley products,Barley products,2.183819684
1990,Flour and cereal products**,Barley products,Barley products,2.065609142
1991,Flour and cereal products**,Barley products,Barley products,1.911676511
1992,Flour and cereal products**,Barley products,Barley products,1.918216828
1993,Flour and cereal products**,Barley products,Barley products,1.923547308
1994,Flour and cereal products**,Barley products,Barley products,1.930393744
1995,Flour and cereal products**,Barley products,Barley products,1.937913341
1996,Flour and cereal products**,Barley products,Barley products,1.945388264
1997,Flour and cereal products**,Barley products,Barley products,1.892807723
1998,Flour and cereal products**,Barley products,Barley products,1.870297436
1999,Flour and cereal products**,Barley products,Barley products,1.848994937
2000,Flour and cereal products**,Barley products,Barley products,1.828029097
2001,Flour and cereal products**,Barley products,Barley products,1.780804744
2002,Flour and cereal products**,Barley products,Barley products,1.790985298
2003,Flour and cereal products**,Barley products,Barley products,1.801817377
2004,Flour and cereal products**,Barley products,Barley products,1.812792659
2005,Flour and cereal products**,Barley products,Barley products,1.823272761
2006,Flour and cereal products**,Barley products,Barley products,1.766089842
